id_localizacao;id_matriculados;distrito;localidade;sede_nif;cod_universitario;estabelecimento;publico;privado;universitario;politecnico;id_inscritos
76;43508286;Lisboa;Lisboa;500068801;4350;Universidade Europeia; ;Privado;Universitario;;43508286
77;43508286;Lisboa;Lisboa;500074372;4350;Universidade Europeia; ;Privado;Universitario;;43508286
78;43508286;Lisboa;Lisboa;500366039;4350;Universidade Europeia; ;Privado;Universitario;;43508286
79;43508286;Lisboa;Lisboa;501774360;4350;Universidade Europeia; ;Privado;Universitario;;43508286
80;43508286;Lisboa;Lisboa;502443855;4350;Universidade Europeia; ;Privado;Universitario;;43508286
81;43508286;Lisboa;Lisboa;502829257;4350;Universidade Europeia; ;Privado;Universitario;;43508286
82;43508286;Lisboa;Lisboa;502980826;4350;Universidade Europeia; ;Privado;Universitario;;43508286
83;43508286;Lisboa;Lisboa;503412031;4350;Universidade Europeia; ;Privado;Universitario;;43508286
84;43508286;Lisboa;Lisboa;503470120;4350;Universidade Europeia; ;Privado;Universitario;;43508286
85;43508286;Lisboa;Lisboa;504079190;4350;Universidade Europeia; ;Privado;Universitario;;43508286
86;43508286;Lisboa;Lisboa;504150014;4350;Universidade Europeia; ;Privado;Universitario;;43508286
87;43508286;Lisboa;Lisboa;504272179;4350;Universidade Europeia; ;Privado;Universitario;;43508286
88;43508286;Lisboa;Lisboa;504551221;4350;Universidade Europeia; ;Privado;Universitario;;43508286
89;43508286;Lisboa;Lisboa;504857312;4350;Universidade Europeia; ;Privado;Universitario;;43508286
90;43508286;Lisboa;Lisboa;505107546;4350;Universidade Europeia; ;Privado;Universitario;;43508286
91;43508286;Lisboa;Lisboa;505116812;4350;Universidade Europeia; ;Privado;Universitario;;43508286
92;43508286;Lisboa;Lisboa;505128985;4350;Universidade Europeia; ;Privado;Universitario;;43508286
93;43508286;Lisboa;Lisboa;505205939;4350;Universidade Europeia; ;Privado;Universitario;;43508286
94;43508286;Lisboa;Lisboa;505377691;4350;Universidade Europeia; ;Privado;Universitario;;43508286
95;43508286;Lisboa;Lisboa;506204650;4350;Universidade Europeia; ;Privado;Universitario;;43508286
96;43508286;Lisboa;Lisboa;506360237;4350;Universidade Europeia; ;Privado;Universitario;;43508286
97;43508286;Lisboa;Lisboa;506396010;4350;Universidade Europeia; ;Privado;Universitario;;43508286
98;43508286;Lisboa;Lisboa;507117336;4350;Universidade Europeia; ;Privado;Universitario;;43508286
99;43508286;Lisboa;Lisboa;507246152;4350;Universidade Europeia; ;Privado;Universitario;;43508286
100;43508286;Lisboa;Lisboa;507431073;4350;Universidade Europeia; ;Privado;Universitario;;43508286
101;43508286;Lisboa;Lisboa;507969332;4350;Universidade Europeia; ;Privado;Universitario;;43508286
102;43508286;Lisboa;Lisboa;508069491;4350;Universidade Europeia; ;Privado;Universitario;;43508286
103;43508286;Lisboa;Lisboa;508123585;4350;Universidade Europeia; ;Privado;Universitario;;43508286
104;43508286;Lisboa;Lisboa;508202531;4350;Universidade Europeia; ;Privado;Universitario;;43508286
105;43508286;Lisboa;Lisboa;508453488;4350;Universidade Europeia; ;Privado;Universitario;;43508286
106;43508286;Lisboa;Lisboa;508823617;4350;Universidade Europeia; ;Privado;Universitario;;43508286
107;43508286;Lisboa;Lisboa;508966752;4350;Universidade Europeia; ;Privado;Universitario;;43508286
108;43508286;Lisboa;Lisboa;509364730;4350;Universidade Europeia; ;Privado;Universitario;;43508286
109;43508286;Lisboa;Lisboa;510070833;4350;Universidade Europeia; ;Privado;Universitario;;43508286
110;43508286;Lisboa;Lisboa;510303811;4350;Universidade Europeia; ;Privado;Universitario;;43508286
111;43508286;Lisboa;Lisboa;510722920;4350;Universidade Europeia; ;Privado;Universitario;;43508286
112;43508286;Lisboa;Lisboa;510830536;4350;Universidade Europeia; ;Privado;Universitario;;43508286
113;43508286;Lisboa;Lisboa;510852254;4350;Universidade Europeia; ;Privado;Universitario;;43508286
114;43508286;Lisboa;Lisboa;513063145;4350;Universidade Europeia; ;Privado;Universitario;;43508286
115;43508286;Lisboa;Lisboa;513418210;4350;Universidade Europeia; ;Privado;Universitario;;43508286
116;43508286;Lisboa;Lisboa;514139927;4350;Universidade Europeia; ;Privado;Universitario;;43508286
117;43508286;Lisboa;Lisboa;980540488;4350;Universidade Europeia; ;Privado;Universitario;;43508286
118;43508286;Lisboa;Lisboa;980595304;4350;Universidade Europeia; ;Privado;Universitario;;43508286
119;43508286;Lisboa;Miraflores;503882887;4350;Universidade Europeia; ;Privado;Universitario;;43508286
120;43508286;Lisboa;Miraflores;507678672;4350;Universidade Europeia; ;Privado;Universitario;;43508286
121;43508286;Lisboa;Odivelas;505187299;4350;Universidade Europeia; ;Privado;Universitario;;43508286
122;43508286;Lisboa;Pontinha;503670693;4350;Universidade Europeia; ;Privado;Universitario;;43508286
123;43508286;Lisboa;Porto Salvo;502186771;4350;Universidade Europeia; ;Privado;Universitario;;43508286
124;43508286;Lisboa;Porto Salvo;504727060;4350;Universidade Europeia; ;Privado;Universitario;;43508286
125;43508286;Lisboa;Porto Salvo;504761013;4350;Universidade Europeia; ;Privado;Universitario;;43508286
126;43508286;Lisboa;Porto Salvo;510480209;4350;Universidade Europeia; ;Privado;Universitario;;43508286
127;68008366;Lisboa;Amadora;501551557;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
128;68008366;Lisboa;Amadora;503222364;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
129;68008366;Lisboa;Amadora;506176142;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
130;68008366;Lisboa;Carnaxide;505350173;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
131;68008366;Lisboa;Carnaxide;510728189;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
132;68008366;Lisboa;Linhó;502479418;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
133;68008366;Lisboa;Linhó;503502537;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
134;68008366;Lisboa;Linhó;503541320;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
135;68008366;Lisboa;Lisboa;500068801;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
136;68008366;Lisboa;Lisboa;500074372;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
137;68008366;Lisboa;Lisboa;500366039;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
138;68008366;Lisboa;Lisboa;501774360;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
139;68008366;Lisboa;Lisboa;502443855;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
140;68008366;Lisboa;Lisboa;502829257;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
141;68008366;Lisboa;Lisboa;502980826;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
142;68008366;Lisboa;Lisboa;503412031;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
143;68008366;Lisboa;Lisboa;503470120;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
144;68008366;Lisboa;Lisboa;504079190;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
145;68008366;Lisboa;Lisboa;504150014;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
146;68008366;Lisboa;Lisboa;504272179;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
147;68008366;Lisboa;Lisboa;504551221;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
148;68008366;Lisboa;Lisboa;504857312;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
149;68008366;Lisboa;Lisboa;505107546;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
150;68008366;Lisboa;Lisboa;505116812;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
151;68008366;Lisboa;Lisboa;505128985;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
152;68008366;Lisboa;Lisboa;505205939;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
153;68008366;Lisboa;Lisboa;505377691;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
154;68008366;Lisboa;Lisboa;506204650;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
155;68008366;Lisboa;Lisboa;506360237;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
156;68008366;Lisboa;Lisboa;506396010;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
157;68008366;Lisboa;Lisboa;507117336;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
158;68008366;Lisboa;Lisboa;507246152;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
159;68008366;Lisboa;Lisboa;507431073;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
160;68008366;Lisboa;Lisboa;507969332;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
161;68008366;Lisboa;Lisboa;508069491;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
162;68008366;Lisboa;Lisboa;508123585;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
163;68008366;Lisboa;Lisboa;508202531;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
164;68008366;Lisboa;Lisboa;508453488;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
165;68008366;Lisboa;Lisboa;508823617;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
166;68008366;Lisboa;Lisboa;508966752;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
167;68008366;Lisboa;Lisboa;509364730;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
168;68008366;Lisboa;Lisboa;510070833;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
169;68008366;Lisboa;Lisboa;510303811;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
170;68008366;Lisboa;Lisboa;510722920;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
171;68008366;Lisboa;Lisboa;510830536;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
172;68008366;Lisboa;Lisboa;510852254;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
173;68008366;Lisboa;Lisboa;513063145;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
174;68008366;Lisboa;Lisboa;513418210;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
175;68008366;Lisboa;Lisboa;514139927;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
176;68008366;Lisboa;Lisboa;980540488;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
177;68008366;Lisboa;Lisboa;980595304;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
178;68008366;Lisboa;Miraflores;503882887;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
179;68008366;Lisboa;Miraflores;507678672;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
180;68008366;Lisboa;Odivelas;505187299;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
181;68008366;Lisboa;Pontinha;503670693;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
182;68008366;Lisboa;Porto Salvo;502186771;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
183;68008366;Lisboa;Porto Salvo;504727060;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
184;68008366;Lisboa;Porto Salvo;504761013;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
185;68008366;Lisboa;Porto Salvo;510480209;6800;ISCTE - Instituto Universitário de Lisboa;Publico;;Universitario;;68008366
186;11009459;Porto;Leça do Balio;509834370;1100;Universidade do Porto;Publico;;Universitario;;11009459
187;11009459;Porto;Maia;503961175;1100;Universidade do Porto;Publico;;Universitario;;11009459
188;11009459;Porto;Maia;505089971;1100;Universidade do Porto;Publico;;Universitario;;11009459
189;11009459;Porto;Matosinhos;506305716;1100;Universidade do Porto;Publico;;Universitario;;11009459
190;11009459;Porto;Porto;501573704;1100;Universidade do Porto;Publico;;Universitario;;11009459
191;11009459;Porto;Porto;507058917;1100;Universidade do Porto;Publico;;Universitario;;11009459
192;11009459;Porto;Porto;507291727;1100;Universidade do Porto;Publico;;Universitario;;11009459
193;11009459;Porto;Porto;509255310;1100;Universidade do Porto;Publico;;Universitario;;11009459
194;11009459;Porto;Porto;510148301;1100;Universidade do Porto;Publico;;Universitario;;11009459
195;11009459;Porto;Porto;513199560;1100;Universidade do Porto;Publico;;Universitario;;11009459
196;11009459;Porto;Porto;513435344;1100;Universidade do Porto;Publico;;Universitario;;11009459
197;11009459;Porto;Porto;513945342;1100;Universidade do Porto;Publico;;Universitario;;11009459
198;11009459;Porto;Porto;980566797;1100;Universidade do Porto;Publico;;Universitario;;11009459
199;313091191;Porto;Leça do Balio;509834370;3130;Instituto Politécnico do Porto;Publico;; ;Politecnico;313091191
200;313091191;Porto;Maia;503961175;3130;Instituto Politécnico do Porto;Publico;; ;Politecnico;313091191
201;313091191;Porto;Maia;505089971;3130;Instituto Politécnico do Porto;Publico;; ;Politecnico;313091191
202;313091191;Porto;Matosinhos;506305716;3130;Instituto Politécnico do Porto;Publico;; ;Politecnico;313091191
203;313091191;Porto;Porto;501573704;3130;Instituto Politécnico do Porto;Publico;; ;Politecnico;313091191
204;313091191;Porto;Porto;507058917;3130;Instituto Politécnico do Porto;Publico;; ;Politecnico;313091191
205;313091191;Porto;Porto;507291727;3130;Instituto Politécnico do Porto;Publico;; ;Politecnico;313091191
206;313091191;Porto;Porto;509255310;3130;Instituto Politécnico do Porto;Publico;; ;Politecnico;313091191
207;313091191;Porto;Porto;510148301;3130;Instituto Politécnico do Porto;Publico;; ;Politecnico;313091191
208;313091191;Porto;Porto;513199560;3130;Instituto Politécnico do Porto;Publico;; ;Politecnico;313091191
209;313091191;Porto;Porto;513435344;3130;Instituto Politécnico do Porto;Publico;; ;Politecnico;313091191
210;313091191;Porto;Porto;513945342;3130;Instituto Politécnico do Porto;Publico;; ;Politecnico;313091191
211;313091191;Porto;Porto;980566797;3130;Instituto Politécnico do Porto;Publico;; ;Politecnico;313091191
212;4580137;Porto;Leça do Balio;509834370;4580;Instituto Politécnico da Maia; ;Privado; ;Politecnico;4580137
213;4580137;Porto;Maia;503961175;4580;Instituto Politécnico da Maia; ;Privado; ;Politecnico;4580137
214;4580137;Porto;Maia;505089971;4580;Instituto Politécnico da Maia; ;Privado; ;Politecnico;4580137
215;4580137;Porto;Matosinhos;506305716;4580;Instituto Politécnico da Maia; ;Privado; ;Politecnico;4580137
216;4580137;Porto;Porto;501573704;4580;Instituto Politécnico da Maia; ;Privado; ;Politecnico;4580137
217;4580137;Porto;Porto;507058917;4580;Instituto Politécnico da Maia; ;Privado; ;Politecnico;4580137
218;4580137;Porto;Porto;507291727;4580;Instituto Politécnico da Maia; ;Privado; ;Politecnico;4580137
219;4580137;Porto;Porto;509255310;4580;Instituto Politécnico da Maia; ;Privado; ;Politecnico;4580137
220;4580137;Porto;Porto;510148301;4580;Instituto Politécnico da Maia; ;Privado; ;Politecnico;4580137
221;4580137;Porto;Porto;513199560;4580;Instituto Politécnico da Maia; ;Privado; ;Politecnico;4580137
222;4580137;Porto;Porto;513435344;4580;Instituto Politécnico da Maia; ;Privado; ;Politecnico;4580137
223;4580137;Porto;Porto;513945342;4580;Instituto Politécnico da Maia; ;Privado; ;Politecnico;4580137
224;4580137;Porto;Porto;980566797;4580;Instituto Politécnico da Maia; ;Privado; ;Politecnico;4580137
225;43589185;Porto;Leça do Balio;509834370;4358;Instituto Universitário da Maia - ISMAI; ;Privado;Universitario;;43589185
226;43589185;Porto;Maia;503961175;4358;Instituto Universitário da Maia - ISMAI; ;Privado;Universitario;;43589185
227;43589185;Porto;Maia;505089971;4358;Instituto Universitário da Maia - ISMAI; ;Privado;Universitario;;43589185
228;43589185;Porto;Matosinhos;506305716;4358;Instituto Universitário da Maia - ISMAI; ;Privado;Universitario;;43589185
229;43589185;Porto;Porto;501573704;4358;Instituto Universitário da Maia - ISMAI; ;Privado;Universitario;;43589185
230;43589185;Porto;Porto;507058917;4358;Instituto Universitário da Maia - ISMAI; ;Privado;Universitario;;43589185
231;43589185;Porto;Porto;507291727;4358;Instituto Universitário da Maia - ISMAI; ;Privado;Universitario;;43589185
232;43589185;Porto;Porto;509255310;4358;Instituto Universitário da Maia - ISMAI; ;Privado;Universitario;;43589185
233;43589185;Porto;Porto;510148301;4358;Instituto Universitário da Maia - ISMAI; ;Privado;Universitario;;43589185
234;43589185;Porto;Porto;513199560;4358;Instituto Universitário da Maia - ISMAI; ;Privado;Universitario;;43589185
235;43589185;Porto;Porto;513435344;4358;Instituto Universitário da Maia - ISMAI; ;Privado;Universitario;;43589185
236;43589185;Porto;Porto;513945342;4358;Instituto Universitário da Maia - ISMAI; ;Privado;Universitario;;43589185
237;43589185;Porto;Porto;980566797;4358;Instituto Universitário da Maia - ISMAI; ;Privado;Universitario;;43589185
238;31109121;Lisboa;Amadora;501551557;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
239;31109121;Lisboa;Amadora;503222364;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
240;31109121;Lisboa;Amadora;506176142;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
241;31109121;Lisboa;Carnaxide;505350173;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
242;31109121;Lisboa;Carnaxide;510728189;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
243;31109121;Lisboa;Linhó;502479418;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
244;31109121;Lisboa;Linhó;503502537;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
245;31109121;Lisboa;Linhó;503541320;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
246;31109121;Lisboa;Lisboa;500068801;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
247;31109121;Lisboa;Lisboa;500074372;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
248;31109121;Lisboa;Lisboa;500366039;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
249;31109121;Lisboa;Lisboa;501774360;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
250;31109121;Lisboa;Lisboa;502443855;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
251;31109121;Lisboa;Lisboa;502829257;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
252;31109121;Lisboa;Lisboa;502980826;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
253;31109121;Lisboa;Lisboa;503412031;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
254;31109121;Lisboa;Lisboa;503470120;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
255;31109121;Lisboa;Lisboa;504079190;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
256;31109121;Lisboa;Lisboa;504150014;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
257;31109121;Lisboa;Lisboa;504272179;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
